seq_no|Company|Supplier Invoice Document|Invoice Date|Invoice Line Amount|Invoice Created Date|Purchase Orders|Purchase Order Line|Item|Unit of Measure|Distribution Quantity|Line Description|Unit Cost|Supplier|Supplier ID|Ledger Account|Spend Category|Cost Center|Cost Center ID|Payment Status|Payment Date|FY25?|Check Number|Freight Amount|Other Charges|Invoice Status|Supplier Invoice Line Distribution|Invoice Total Amount|Derived Invoice Line Amount|CCHS_Description|UMass_Description
14856924|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice Adjustment: SINV-656039|4/10/2025|-1739.65|4/23/2025|PO-226932|PO-226932 - Line 28|ITM-404670 - DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER|Box|5.0|DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER|347.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|4/28/2025|Yes|1711574.0|0|0|Approved|Supplier Invoice Adjustment: SINV-656039 - ITM-404670 - DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER - 1739.65|-1739.65|1739.65|"Dressings: Aquacel Hydrofiber Ribbon Dressing with Strengthening Fiber, 0.75"" x"|DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER
14856925|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice Adjustment: SINV-656040|4/10/2025|-2087.58|4/23/2025|PO-228356|PO-228356 - Line 15|ITM-404670 - DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER|Box|6.0|DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER|347.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|4/25/2025|Yes|1711178.0|0|0|Approved|Supplier Invoice Adjustment: SINV-656040 - ITM-404670 - DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER - 2087.58|-2087.58|2087.58|"Dressings: Aquacel Hydrofiber Ribbon Dressing with Strengthening Fiber, 0.75"" x"|DRESSING RIBBON WITH STENGTHENING FIBER ROPE 0.39INX18IN AQUACEL HYDROFIBER
14857123|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice Adjustment: SINV-659991|4/22/2025|-12.17|4/25/2025|PO-252139||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25080 - 2110 Operating Room|CC250802110|Paid|5/19/2025|Yes|1788667.0|0|0|Approved|Supplier Invoice Adjustment: SINV-659991  - 12.17|-12.17|12.17|Freight|freight
14857124|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice Adjustment: SINV-659992|4/22/2025|-12.48|4/25/2025|PO-252028||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25080 - 2550 Central Sterile Supplies|CC250802550|Paid|5/19/2025|Yes|1788667.0|0|0|Approved|Supplier Invoice Adjustment: SINV-659992  - 12.48|-12.48|12.48|Freight|freight
14857126|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice Adjustment: SINV-659994|4/22/2025|-12.98|4/25/2025|PO-252008||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25080 - 3558 Neurointerventional Radiology|CC250803558|Paid|5/19/2025|Yes|1788667.0|0|0|Approved|Supplier Invoice Adjustment: SINV-659994  - 12.98|-12.98|12.98|Freight|freight
14858135|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice Adjustment: SINV-683864|5/16/2025|25.0|5/16/2025|PO-255971||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10010 - 4260 Barre Health Center|CC100104260|Paid|6/13/2025|Yes|1891322.0|0|0|Approved|Supplier Invoice Adjustment: SINV-683864  - -25|-165.2|25.0|Freight|freight
14858147|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice Adjustment: SINV-683869|5/15/2025|-30.85|5/16/2025|PO-257584|PO-257584 - Line 2|ITM-412457 - MASK PROCEDURE EARLOOP STANDARD BLUE|Case|1.0|MASK PROCEDURE EARLOOP STANDARD BLUE|30.85|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3071 Fitchburg Primary Care|CC340003071|Paid|6/13/2025|Yes|1891322.0|0|0|Approved|Supplier Invoice Adjustment: SINV-683869 - ITM-412457 - MASK PROCEDURE EARLOOP STANDARD BLUE - 30.85|-30.85|30.85|MASK,FACE,BLUE,PROCEDURE,EARLOOP|MASK PROCEDURE EARLOOP STANDARD BLUE
14858914|C710 Community Healthlink, Inc.|Supplier Invoice Adjustment: SINV-709044|6/6/2025|25.0|6/6/2025|PO-254336||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|71000 - 0125 ATS|CC710000125|Paid|7/2/2025|Yes|1971340.0|0|0|Approved|Supplier Invoice Adjustment: SINV-709044  - -25|-387.0|25.0|Freight|freight
14859066|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice Adjustment: SINV-715390|6/11/2025|-31.2|6/12/2025|PO-252673||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2362 Air Ambulance Svc|CC100202362|Paid|7/9/2025|Yes|2000144.0|0|0|Approved|Supplier Invoice Adjustment: SINV-715390  - 31.2|-260.2|31.2|Freight|freight
14859212|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice Adjustment: SINV-721802|6/17/2025|-32.7|6/18/2025|PO-267742|PO-267742 - Line 19|ITM-449240 - PASTE PROTECTANT SKIN ZGUARD PHYTOPLEX REMEDY 4OZ|Case|1.0|PASTE PROTECTANT SKIN ZGUARD PHYTOPLEX REMEDY 4OZ|32.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|6/25/2025|Yes|1942561.0|0|0|Approved|Supplier Invoice Adjustment: SINV-721802 - ITM-449240 - PASTE PROTECTANT SKIN ZGUARD PHYTOPLEX REMEDY 4OZ - 32.7|-32.7|32.7|PASTE, REMEDY PHYTOPLEX SKIN PROTECTANT 4 OZ|PASTE PROTECTANT SKIN ZGUARD PHYTOPLEX REMEDY 4OZ
14859628|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice Adjustment: SINV-732287|6/27/2025|-21.07|6/27/2025|PO-234840||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|7/25/2025|Yes|2058049.0|0|0|Approved|Supplier Invoice Adjustment: SINV-732287  - 21.07|-145.39|21.07|Freight|freight
14859945|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice Adjustment: SINV-744235|7/8/2025|-76.2|7/8/2025|PO-268186|PO-268186 - Line 1|ITM-409952 - CONTAINER SHARPS 5.4QT|Case|1.0|CONTAINER SHARPS 5.4QT|76.2|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 1949 Outpatient Two H|CC340001949|Paid|8/4/2025|Yes|2087264.0|0|0|Approved|Supplier Invoice Adjustment: SINV-744235 - ITM-409952 - CONTAINER SHARPS 5.4QT - 76.2|-51.2|76.2|CONTAINER SHARPS PT RM CLR 5.4QT|CONTAINER SHARPS 5.4QT
14860664|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-772361|4/9/2025|-26.38|7/30/2025|||ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP|Case|2.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|13.19|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 2340 Emergency Room|CC260002340|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-772361 - ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP - 26.38|-26.38|26.38|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14860665|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-772362|4/9/2025|-12.94|7/30/2025|||ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP|Case|1.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|12.94|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 0203 5th Floor|CC260000203|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-772362 - ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP - 12.94|-54.18|12.94|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14860669|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-772367|4/9/2025|-26.38|7/30/2025|||ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP|Case|2.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|13.19|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 0225 MP1|CC260000225|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-772367 - ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP - 26.38|-67.62|26.38|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14860674|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-772377|4/9/2025|-52.28|7/30/2025|||ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP|Case|4.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|13.07|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 0228 Gannett|CC260000228|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-772377 - ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP - 52.28|-52.28|52.28|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14860675|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-772378|4/9/2025|-26.38|7/30/2025|||ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP|Case|2.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|13.19|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 2340 Emergency Room|CC260002340|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-772378 - ITM-411748 - COVER PROBE THERMOMETER DISPOSABLE SURETEMP - 26.38|-26.38|26.38|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14860945|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-778400|6/30/2025|-297.8|8/5/2025|||ITM-471011 - PACK TOTAL HIP CDS|Each|1.0|PACK TOTAL HIP CDS|297.8|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-778400 - ITM-471011 - PACK TOTAL HIP CDS - 297.8|-297.8|297.8|PACK, TOTAL HIP|PACK TOTAL HIP CDS
14860947|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-778402|7/15/2025|-131.2|8/5/2025|||ITM-471082 - PACK MINOR CDS|Each|1.0|PACK MINOR CDS|131.2|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-778402 - ITM-471082 - PACK MINOR CDS - 131.2|-131.2|131.2|PACK MINOR|PACK MINOR CDS
14861008|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-779807|6/3/2025|-7.31|8/5/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-779807 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-7.31|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861010|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-779808|6/3/2025|-7.31|8/5/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-779808 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-61.09|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861038|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-779866|3/10/2025|-159.82|8/5/2025|||ITM-470720 - PACK ENT CDS|Case|1.0|PACK ENT CDS|159.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-779866 - ITM-470720 - PACK ENT CDS - 159.82|-159.82|159.82|PACK ENT|PACK ENT CDS
14861041|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-779871|2/20/2025|25.0|8/5/2025|||||1.0|freight|-25.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-779871  - -25|-33.8|25.0|Freight|freight
14861049|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-779937|6/3/2025|-7.31|8/5/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-779937 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-34.2|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861055|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-780007|3/17/2025|-86.76|8/5/2025|||ITM-471666 - CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE|Box|2.0|CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE|43.38|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-780007 - ITM-471666 - CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE - 86.76|-86.76|86.76|CANNULA ENDOSCOPIC UNIVERSAL FIXATION STERILE VERSAONE 12X100MM|CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE
14861057|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-780008|3/19/2025|-21.66|8/5/2025|||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/6/2025|Yes|2115343.0|0|0|Approved|Supplier Invoice Adjustment: SINV-780008  - 21.66|-47.27|21.66|Freight|freight
14861073|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-780063|3/21/2025|-393.6|8/5/2025|||ITM-471082 - PACK MINOR CDS|Case|1.0|PACK MINOR CDS|393.6|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/8/2025|Yes|2115559.0|0|0|Approved|Supplier Invoice Adjustment: SINV-780063 - ITM-471082 - PACK MINOR CDS - 393.6|-393.6|393.6|PACK MINOR|PACK MINOR CDS
14861173|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-781676|6/3/2025|-7.31|8/6/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-781676 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-7.31|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861180|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-781683|6/3/2025|-7.31|8/6/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-781683 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-7.31|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861201|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-781968|4/4/2025|-7.31|8/6/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/8/2025|Yes|2115559.0|0|0|Approved|Supplier Invoice Adjustment: SINV-781968 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-7.31|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14861208|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782117|5/2/2025|-131.2|8/6/2025|||ITM-471082 - PACK MINOR CDS|Case|1.0|PACK MINOR CDS|131.2|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/8/2025|Yes|2115559.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782117 - ITM-471082 - PACK MINOR CDS - 131.2|-131.2|131.2|PACK MINOR|PACK MINOR CDS
14861209|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782118|4/16/2025|-37.4|8/6/2025|||||1.0|Freight|37.4|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782118  - 37.4|-37.4|37.4|Freight|freight
14861210|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782120|4/16/2025|-42.63|8/6/2025|||||1.0|Freight|42.63|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782120  - 42.63|-42.63|42.63|Freight|freight
14861212|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782121|4/23/2025|25.0|8/6/2025|||||-1.0|Freight|25.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782121  - -25|-196.1|25.0|Freight|freight
14861214|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782122|4/23/2025|25.0|8/6/2025|||||-1.0|Freight|25.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782122  - -25|-196.1|25.0|Freight|freight
14861216|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-782123|4/23/2025|25.0|8/6/2025|||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|26000 - 6140 Materials Management|CC260006140|Paid|8/13/2025|Yes|2144199.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782123  - -25|-85.55|25.0|Freight|freight
14861227|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice Adjustment: SINV-782361|8/6/2025|25.0|8/7/2025|||||-1.0|FREIGHT|25.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25080 - 4094 Dermatology|CC250804094|Paid|8/18/2025|Yes|2144851.0|0|0|Approved|Supplier Invoice Adjustment: SINV-782361  - -25|-385.09|25.0|Freight|freight
14861250|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-783222|4/24/2025|-173.52|8/7/2025|||ITM-471666 - CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE|Box|4.0|CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE|43.38|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/8/2025|Yes|2115559.0|0|0|Approved|Supplier Invoice Adjustment: SINV-783222 - ITM-471666 - CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE - 173.52|-173.52|173.52|CANNULA ENDOSCOPIC UNIVERSAL FIXATION STERILE VERSAONE 12X100MM|CANNULA UNIVERSAL FIXATION 5MMX100MM VERSAONE
14861252|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-783224|4/29/2025|-424.66|8/7/2025|||ITM-471073 - PACK ANESTHESIA CIRCUIT ADULT DISPOSABLE|Case|2.0|PACK ANESTHESIA CIRCUIT ADULT DISPOSABLE|212.33|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/8/2025|Yes|2115559.0|0|0|Approved|Supplier Invoice Adjustment: SINV-783224 - ITM-471073 - PACK ANESTHESIA CIRCUIT ADULT DISPOSABLE - 424.66|-569.66|424.66|KIT, ADULT ANESTHESIA CIRCUIT|PACK ANESTHESIA CIRCUIT ADULT DISPOSABLE
14861384|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice Adjustment: SINV-786902|8/9/2025|-16.46|8/11/2025|PO-279804||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|34000 - 2255 Milford OBL Site|CC340002255|Paid|9/5/2025|Yes|2230843.0|0|0|Approved|Supplier Invoice Adjustment: SINV-786902  - 16.46|-86.26|16.46|Freight|freight
14861955|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-792581|6/5/2025|-229.56|8/14/2025|||||2.0|SPECULUM,VAGINAL,ER,BULT-IN-LIGHT,MD|114.78|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/15/2025|Yes|2144413.0|0|0|Approved|Supplier Invoice Adjustment: SINV-792581  - 229.56|-229.56|229.56|SPECULUM,VAGINAL,ER,BULT-IN-LIGHT,MD|SPECULUM,VAGINAL,ER,BULT-IN-LIGHT,MD
14862019|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-793819|4/9/2025|-26.38|8/15/2025||||Box|2.0|COVER PROBE THERMOMETER DISPOSABLE SURETEMP|13.19|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 0225 MP1|CC260000225|Paid|8/18/2025|Yes|2144851.0|0|0|Approved|Supplier Invoice Adjustment: SINV-793819  - 26.38|-67.62|26.38|COVER, PROBE SURE TEMP THERMOMETER|COVER PROBE THERMOMETER DISPOSABLE SURETEMP
14862052|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-795501|6/3/2025|-7.31|8/18/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice Adjustment: SINV-795501 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-34.2|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14862054|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-795502|6/3/2025|-7.31|8/18/2025|||ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ|Case|1.0|PEROXIDE HYDROGEN 3 PERCENT 16OZ|7.31|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 6140 Materials Management|CC260006140|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice Adjustment: SINV-795502 - ITM-470673 - PEROXIDE HYDROGEN 3 PERCENT 16OZ - 7.31|-7.31|7.31|HYDROGEN PEROXIDE,4OZ|PEROXIDE HYDROGEN 3 PERCENT 16OZ
14862055|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice Adjustment: SINV-795503|6/3/2025|-42.52|8/18/2025|||||1.0|ulnar nerve foam|42.52|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 3825 Anesthesiology|CC260003825|Paid|8/22/2025|Yes|2173150.0|0|0|Approved|Supplier Invoice Adjustment: SINV-795503  - 42.52|-42.52|42.52|CRADLE, ARM ULNAR NERVE FOAM|ulnar nerve foam
